-65,-3296,-1727,-2461,"[0, 4, 3, 1]"
-199,-226,-1480,-4640,"[3, 0, 0, 2]"
-141,-2792,-1307,-1748,"[0, 3, 1, 0]"
-96,-317,-1981,-381,"[1, 4, 3, 1]"
-173,-5313,-314,-3087,"[4, 4, 0, 1]"
-356,-418,-1020,-1899,"[0, 1, 3, 1]"
-294,-2772,-2167,-2268,"[2, 3, 1, 3]"
-75,-36,-68,-99,"[4, 3, 3, 1]"
0,-74,12,-1614,"[4, 3, 3, 1]"
-377,-4604,-1113,-4015,"[4, 0, 1, 0]"
-432,-1127,-1185,-2770,"[3, 3, 0, 3]"
-408,-3298,-522,-4727,"[1, 1, 1, 2]"
-303,-2170,-1512,-1767,"[0, 1, 3, 2]"
-258,-1215,-925,-2867,"[4, 3, 2, 1]"
-169,-3172,-1481,-3563,"[2, 4, 2, 3]"
-250,-786,-214,-1439,"[1, 2, 0, 2]"
-176,-1033,-127,-3724,"[3, 2, 2, 0]"
-250,-589,-701,-473,"[2, 1, 2, 1]"
-127,-662,-217,-959,"[3, 1, 0, 1]"
-226,-416,-266,-221,"[0, 3, 1, 0]"
-74,-462,-435,-2031,"[4, 0, 3, 0]"
-180,-738,-338,-1474,"[3, 1, 0, 1]"
-276,-1297,-315,-1537,"[2, 3, 3, 2]"
-119,-46,-198,-87,"[0, 3, 1, 3]"
-315,-999,-418,-465,"[2, 1, 2, 0]"
14,-231,-154,-135,"[0, 0, 0, 2]"
-19,-275,-398,-1118,"[4, 4, 1, 0]"
-425,-1369,-988,-1228,"[4, 3, 2, 3]"
-145,-1297,-780,-49,"[1, 0, 0, 1]"
-127,-995,-137,-708,"[0, 2, 3, 2]"
-26,-113,-78,-651,"[0, 0, 0, 1]"
-32,-686,-119,-622,"[0, 2, 0, 2]"
-32,-449,-118,-681,"[1, 0, 2, 1]"
-20,-200,-102,-2,"[1, 2, 3, 1]"
-85,-1233,-340,-716,"[1, 3, 1, 2]"
-100,-559,-191,-993,"[3, 2, 0, 1]"
-243,-525,-388,-259,"[3, 4, 2, 1]"
-221,-1016,-210,-482,"[0, 2, 3, 0]"
-273,-354,-406,-346,"[1, 0, 1, 3]"
-164,-627,-703,-185,"[0, 1, 3, 1]"
-165,-386,-219,-911,"[3, 3, 2, 1]"
-99,-444,-1062,-539,"[0, 0, 2, 0]"
-252,-148,-91,-626,"[2, 4, 3, 2]"
-286,-498,-83,-554,"[3, 3, 2, 0]"
-97,-326,-158,-295,"[3, 4, 3, 2]"
-74,-228,-256,-377,"[4, 3, 2, 0]"
-156,-401,-259,-521,"[2, 3, 0, 2]"
-46,-668,-75,-913,"[1, 1, 1, 2]"
-26,-131,-100,-57,"[0, 4, 3, 1]"
-122,-558,-181,-594,"[0, 4, 2, 1]"
-68,-889,-111,-408,"[1, 4, 0, 1]"
-32,1,-56,-96,"[2, 1, 0, 1]"
-119,-324,-172,-129,"[3, 0, 3, 1]"
-85,-843,-117,-420,"[1, 0, 3, 2]"
-98,-222,-169,-137,"[1, 0, 2, 3]"
-105,-517,-52,-172,"[2, 3, 1, 0]"
-85,-295,-285,-622,"[4, 0, 1, 3]"
-2,-164,-179,-233,"[2, 3, 2, 0]"
-19,-44,-100,-295,"[0, 1, 0, 3]"
-66,-117,-68,-40,"[3, 3, 1, 0]"
-34,-267,-214,-143,"[4, 4, 1, 2]"
-150,-412,-256,-46,"[3, 4, 2, 1]"
-12,-24,-148,-376,"[1, 3, 3, 1]"
5,-33,-50,-114,"[0, 0, 0, 1]"
-129,-558,-126,-217,"[1, 4, 0, 2]"
-176,-23,11,-321,"[3, 3, 3, 0]"
-11,-169,-234,-270,"[4, 1, 1, 3]"
-220,-1393,-131,-401,"[0, 3, 2, 3]"
-150,-153,-103,-434,"[0, 2, 0, 3]"
-111,-159,-134,-367,"[2, 4, 0, 1]"
-102,-225,-86,-49,"[3, 2, 2, 0]"
-167,-55,-35,-127,"[4, 3, 1, 2]"
-47,-331,-82,-14,"[1, 2, 2, 1]"
-145,-204,-36,-388,"[0, 4, 2, 1]"
-55,-191,-405,-342,"[2, 4, 0, 1]"
-78,-556,-23,-210,"[4, 2, 3, 0]"
-132,-543,-136,-388,"[4, 3, 0, 3]"
-83,-335,-41,-263,"[3, 0, 1, 3]"
-77,-223,-84,-113,"[2, 3, 0, 1]"
-73,-279,-85,-491,"[2, 1, 3, 2]"
-58,-537,-128,-260,"[4, 0, 1, 2]"
-5,-644,-50,-29,"[2, 4, 1, 0]"
-79,-205,-142,-294,"[3, 4, 0, 3]"
-45,-263,-93,-61,"[3, 0, 0, 1]"
-20,-8,2,11,"[4, 4, 3, 2]"
-40,-16,-47,6,"[3, 3, 3, 2]"
-5,-31,-26,11,"[1, 0, 0, 3]"
-95,-69,-240,-78,"[3, 3, 2, 0]"
-76,-458,-150,-93,"[4, 0, 1, 2]"
-42,-97,-30,-172,"[4, 0, 1, 3]"
-7,-3,-7,-39,"[3, 0, 2, 1]"
-37,-8,-22,-19,"[3, 1, 0, 1]"
-19,-236,-8,-1,"[2, 3, 1, 3]"
-21,-4,-10,10,"[0, 1, 0, 1]"
-123,-162,-33,-47,"[0, 4, 3, 2]"
-4,-19,-3,-24,"[0, 2, 1, 3]"
-3,-159,-121,-147,"[2, 3, 0, 1]"
-30,-136,-151,-132,"[2, 1, 3, 1]"
-80,-142,-139,-106,"[4, 2, 1, 3]"
-9,-42,10,-6,"[0, 3, 1, 2]"
-96,-33,-64,-164,"[0, 4, 0, 2]"
-58,-27,-78,6,"[4, 0, 0, 3]"
-5,-26,-88,-312,"[0, 4, 1, 0]"
-64,-251,-38,-29,"[1, 2, 1, 2]"
-3,9,10,2,"[0, 2, 1, 3]"
-121,-254,-36,-247,"[2, 4, 0, 3]"
-19,-6,-38,-5,"[0, 0, 2, 0]"
-80,-442,-95,-69,"[1, 2, 0, 3]"
-1,-71,-22,-15,"[2, 1, 0, 3]"
-117,-371,-96,-144,"[1, 1, 1, 2]"
-21,-71,-71,-21,"[1, 1, 1, 3]"
-138,-168,-34,-156,"[4, 2, 3, 0]"
-23,-225,-120,-376,"[1, 0, 3, 2]"
3,-159,6,-2,"[2, 1, 0, 1]"
-13,-28,-18,-25,"[1, 3, 1, 3]"
-64,-281,-7,-48,"[3, 2, 0, 3]"
-7,-190,-2,-29,"[3, 1, 1, 3]"
-1,-34,-10,2,"[3, 0, 2, 1]"
-94,-69,-154,-71,"[2, 1, 3, 2]"
-10,-211,-42,-25,"[3, 1, 0, 2]"
-15,-145,-3,-3,"[3, 3, 3, 0]"
-27,-30,-5,-2,"[2, 4, 1, 2]"
-32,-8,12,-13,"[2, 4, 1, 3]"
-20,-48,-105,-17,"[3, 1, 3, 1]"
-7,8,-17,-26,"[2, 0, 2, 0]"
-12,-199,-33,-230,"[2, 0, 1, 2]"
-47,-80,-80,-250,"[0, 4, 0, 1]"
-9,3,1,-18,"[3, 4, 3, 2]"
-161,-100,-41,-132,"[1, 0, 1, 0]"
-90,-367,-35,-225,"[2, 2, 2, 3]"
-27,-150,-4,-93,"[0, 1, 3, 1]"
-36,-399,-11,-26,"[1, 2, 3, 0]"
-20,-278,-2,-25,"[3, 0, 2, 3]"
-24,-416,-25,-14,"[1, 0, 2, 3]"
-45,-247,-25,-44,"[4, 1, 3, 2]"
-13,-146,-14,1,"[4, 4, 3, 0]"
-47,-72,6,-8,"[3, 1, 0, 3]"
-5,-54,-14,-378,"[1, 1, 1, 3]"
-165,-162,-59,-102,"[0, 1, 3, 0]"
-94,-156,-21,-20,"[0, 0, 3, 0]"
-1,-45,12,10,"[2, 3, 3, 1]"
-20,1,10,-9,"[2, 0, 0, 2]"
-22,-31,-73,-21,"[2, 4, 0, 1]"
-32,-11,-12,-7,"[4, 2, 0, 2]"
-33,-23,-138,-58,"[0, 3, 0, 3]"
-47,-169,-7,-97,"[4, 1, 2, 1]"
13,11,3,15,"[4, 0, 2, 0]"
-15,-254,-13,-34,"[4, 1, 2, 1]"
-23,-20,-16,-45,"[1, 1, 2, 0]"
-16,-54,-17,-50,"[3, 1, 3, 2]"
-12,-52,1,-20,"[0, 3, 3, 2]"
-42,-237,-14,-49,"[1, 1, 2, 3]"
-66,-113,-29,-100,"[0, 0, 1, 2]"
-25,-30,-42,-18,"[3, 2, 0, 1]"
-29,-17,-3,4,"[4, 1, 0, 2]"
7,0,8,-14,"[4, 3, 3, 2]"
-72,-114,-85,-410,"[2, 3, 2, 3]"
-8,2,6,-5,"[4, 4, 1, 3]"
-59,-178,-9,-68,"[2, 3, 2, 1]"
-15,-4,6,-2,"[1, 2, 1, 2]"
8,-21,-7,-31,"[1, 3, 1, 0]"
-20,-120,-4,-16,"[4, 2, 0, 3]"
11,14,14,7,"[4, 0, 2, 0]"
-82,-21,-21,8,"[2, 1, 1, 3]"
-44,-72,-8,-22,"[1, 0, 3, 2]"
-31,-71,-16,-14,"[3, 1, 3, 2]"
-7,-152,-50,-7,"[2, 3, 0, 3]"
-23,-13,-14,-7,"[1, 3, 3, 0]"
12,-2,-9,12,"[4, 3, 3, 2]"
-47,-175,-48,-109,"[3, 0, 1, 2]"
-2,-136,0,7,"[1, 3, 3, 1]"
-9,-25,-6,1,"[0, 2, 3, 2]"
12,2,13,12,"[2, 0, 2, 0]"
6,-19,-11,-5,"[2, 0, 2, 1]"
-41,-140,-46,-86,"[3, 0, 3, 2]"
-7,-84,2,-51,"[4, 2, 0, 3]"
4,-13,1,-1,"[0, 1, 0, 3]"
0,10,9,-14,"[3, 4, 3, 2]"
-32,-132,-26,-132,"[4, 4, 0, 1]"
-23,-53,-4,-18,"[3, 2, 2, 1]"
-9,-54,-7,-20,"[3, 2, 2, 1]"
3,-55,7,-10,"[1, 3, 1, 2]"
-1,-225,-16,-24,"[2, 2, 2, 1]"
-46,-59,-2,-3,"[4, 1, 3, 0]"
-2,9,-4,-11,"[1, 0, 2, 0]"
-1,-88,-36,-50,"[3, 3, 1, 0]"
-11,-22,3,-42,"[2, 3, 1, 0]"
-55,-34,-17,-34,"[1, 2, 0, 3]"
-52,-318,-19,-144,"[3, 0, 1, 0]"
-27,-85,-11,-18,"[4, 1, 3, 0]"
-23,-146,-70,-35,"[4, 3, 0, 3]"
-29,-43,-36,-31,"[4, 4, 2, 1]"
-33,-58,-17,-28,"[0, 2, 2, 0]"
13,15,14,13,"[4, 0, 2, 0]"
-11,-67,1,-14,"[3, 1, 1, 3]"
-32,-104,4,-14,"[0, 2, 3, 0]"
-51,-120,-15,-25,"[1, 3, 0, 1]"
8,10,8,-11,"[0, 1, 0, 3]"
-42,-61,-9,-12,"[2, 4, 2, 0]"
-20,3,5,9,"[2, 4, 3, 0]"
-8,3,-7,0,"[2, 0, 0, 3]"
7,3,-7,-14,"[0, 4, 3, 1]"
-87,-63,-37,-50,"[4, 0, 1, 0]"
6,-1,-1,9,"[2, 1, 0, 3]"
-26,-21,-2,-14,"[1, 2, 3, 1]"
-17,9,7,-23,"[2, 0, 0, 1]"
-59,-49,-52,2,"[4, 4, 0, 3]"
4,3,9,-19,"[2, 2, 1, 3]"
-17,-134,-2,9,"[2, 3, 0, 2]"
-15,-3,9,9,"[4, 3, 1, 3]"
14,4,12,-10,"[1, 0, 0, 2]"
-3,-24,-31,-11,"[4, 4, 1, 3]"
-32,-332,6,-14,"[2, 2, 2, 3]"
-9,-54,6,8,"[1, 0, 2, 3]"
1,8,1,-1,"[2, 3, 1, 3]"
-71,-182,-58,-37,"[1, 4, 2, 3]"
-7,-16,-4,7,"[2, 2, 0, 3]"
-9,10,-3,5,"[3, 4, 3, 2]"
8,-4,10,10,"[0, 1, 0, 1]"
10,10,2,10,"[4, 0, 2, 3]"
3,11,9,-44,"[0, 0, 2, 0]"
13,12,0,1,"[2, 0, 2, 0]"
-34,-2,-15,-36,"[2, 0, 3, 2]"
9,-5,7,-9,"[3, 4, 3, 2]"
-34,-20,6,6,"[3, 4, 1, 0]"
-13,-7,-5,4,"[0, 4, 3, 2]"
-77,-69,-16,-38,"[3, 4, 2, 3]"
-4,-9,0,-11,"[0, 4, 1, 0]"
-30,-19,-3,0,"[2, 0, 3, 2]"
-22,-150,-2,3,"[1, 3, 2, 3]"
-29,-19,-33,-26,"[4, 4, 0, 2]"
-49,5,-14,9,"[1, 2, 2, 0]"
-5,-4,8,2,"[3, 0, 0, 1]"
-23,-113,9,-15,"[3, 1, 3, 1]"
-3,-17,9,1,"[3, 1, 0, 2]"
11,13,13,3,"[2, 0, 0, 2]"
-7,5,-4,-56,"[3, 2, 3, 2]"
1,7,13,13,"[1, 1, 0, 2]"
-25,-61,-4,-21,"[2, 4, 0, 3]"
-23,-19,-15,7,"[3, 1, 2, 3]"
-3,7,8,0,"[1, 4, 1, 0]"
9,-4,8,1,"[3, 3, 3, 2]"
-16,-48,-7,-14,"[4, 3, 1, 2]"
-5,11,7,0,"[2, 4, 3, 1]"
-28,-22,-26,2,"[0, 1, 3, 2]"
-5,-11,10,11,"[3, 1, 2, 0]"
0,5,-19,-1,"[2, 3, 0, 3]"
11,12,4,14,"[4, 3, 3, 1]"
-3,7,-2,-3,"[2, 1, 2, 3]"
-11,-17,8,-46,"[1, 2, 1, 0]"
-8,7,-7,-27,"[0, 4, 3, 2]"
-53,-68,9,-6,"[3, 3, 0, 2]"
-28,-45,-26,2,"[3, 0, 3, 2]"
-10,-7,6,-6,"[2, 1, 1, 2]"
-8,4,3,-6,"[3, 1, 3, 0]"
4,-1,-4,3,"[3, 2, 2, 1]"
-14,-10,-9,-8,"[0, 1, 3, 2]"
-36,-40,-6,-22,"[4, 0, 3, 1]"
-54,-37,-20,-32,"[2, 4, 2, 3]"
-20,-90,-8,-15,"[0, 3, 0, 1]"
-3,2,8,-3,"[3, 1, 2, 3]"
-18,6,-12,-4,"[3, 1, 1, 3]"
-4,-71,6,-37,"[1, 1, 3, 1]"
-20,2,-4,-6,"[3, 3, 1, 2]"
-32,-14,6,9,"[3, 1, 3, 1]"
11,3,-9,13,"[4, 4, 3, 1]"
-16,0,5,-17,"[4, 1, 3, 2]"
-10,-35,6,8,"[3, 2, 3, 0]"
-5,-13,-19,-12,"[4, 1, 2, 1]"
-12,-26,-19,4,"[1, 2, 2, 1]"
14,14,14,14,"[0, 4, 1, 3]"
-32,-18,7,-3,"[1, 0, 3, 1]"
-27,-27,5,-5,"[0, 0, 2, 1]"
-43,-59,3,5,"[0, 3, 0, 2]"
-58,-15,-12,-5,"[0, 2, 2, 0]"
-8,1,1,1,"[2, 2, 3, 1]"
-27,-26,-2,-8,"[2, 3, 0, 1]"
13,14,14,4,"[0, 0, 0, 2]"
-21,-19,-12,-31,"[0, 4, 0, 1]"
-5,10,11,12,"[2, 1, 0, 2]"
6,-29,-16,-48,"[3, 0, 3, 2]"
-15,-42,4,5,"[4, 3, 0, 2]"
11,12,10,12,"[0, 0, 0, 3]"
8,11,2,0,"[4, 0, 2, 3]"
0,8,-2,10,"[2, 0, 0, 3]"
-5,-12,8,8,"[4, 1, 3, 1]"
-19,-7,8,3,"[1, 0, 2, 1]"
-6,-30,-3,5,"[2, 2, 1, 2]"
-27,-107,-4,-22,"[4, 4, 2, 3]"
-55,-19,-4,8,"[3, 4, 0, 2]"
-2,10,8,11,"[1, 3, 3, 1]"
9,11,1,-9,"[0, 1, 0, 3]"
9,-11,9,11,"[3, 0, 2, 3]"
-85,-42,-1,-30,"[4, 1, 1, 0]"
-8,-19,-1,6,"[0, 2, 1, 0]"
-5,-24,2,5,"[4, 2, 3, 0]"
-7,9,10,0,"[1, 2, 3, 1]"
10,-5,10,10,"[3, 4, 3, 2]"
-3,0,-3,-3,"[4, 2, 0, 2]"
-8,-25,8,3,"[0, 1, 3, 1]"
-3,-39,-3,-4,"[0, 1, 3, 1]"
10,10,2,1,"[4, 0, 2, 3]"
9,8,11,11,"[2, 4, 3, 1]"
14,4,0,11,"[4, 3, 3, 1]"
-6,-4,5,9,"[0, 2, 3, 1]"
-60,-68,-14,-26,"[0, 1, 1, 0]"
-29,-1,9,9,"[2, 0, 3, 1]"
2,12,12,10,"[3, 4, 3, 1]"
8,8,0,7,"[2, 3, 0, 2]"
-5,6,9,-4,"[3, 1, 3, 1]"
-10,-37,4,-9,"[4, 3, 0, 1]"
7,10,-20,10,"[3, 2, 3, 1]"
-37,8,6,4,"[2, 2, 2, 3]"
-16,9,11,-3,"[3, 4, 1, 3]"
2,1,11,-4,"[4, 4, 3, 0]"
9,10,0,7,"[3, 4, 3, 0]"
-27,-25,-11,-19,"[4, 4, 0, 1]"
12,2,11,9,"[0, 2, 1, 3]"
2,7,9,0,"[4, 1, 0, 2]"
-10,-11,7,-1,"[4, 2, 2, 0]"
5,4,7,-1,"[3, 1, 3, 0]"
-30,-9,-4,-4,"[1, 3, 2, 3]"
-14,7,5,0,"[1, 1, 2, 1]"
-25,1,2,-3,"[4, 4, 0, 1]"
-24,-13,3,-5,"[3, 4, 0, 3]"
-30,-28,-17,-87,"[0, 3, 2, 1]"
-5,-22,-4,-10,"[3, 3, 1, 2]"
-12,-23,-6,-21,"[4, 1, 1, 0]"
-1,-17,2,3,"[4, 0, 3, 1]"
8,3,11,9,"[0, 0, 2, 0]"
-17,-28,-28,-11,"[0, 4, 0, 3]"
10,-9,12,12,"[4, 0, 2, 3]"
14,14,13,14,"[0, 4, 1, 3]"
2,7,7,7,"[2, 0, 3, 2]"
-8,-13,4,-12,"[4, 1, 1, 0]"
-11,-7,-3,7,"[3, 0, 0, 3]"
-2,-1,8,-2,"[4, 1, 3, 1]"
-8,7,6,-6,"[4, 1, 0, 3]"
-64,-13,5,2,"[1, 0, 3, 0]"
10,8,8,10,"[2, 3, 3, 2]"
-9,6,2,-6,"[1, 2, 0, 1]"
-14,-4,6,3,"[2, 2, 2, 3]"
-8,-1,6,0,"[3, 0, 3, 2]"
-5,-20,-6,-8,"[0, 3, 0, 3]"
-12,-53,5,-28,"[4, 4, 2, 0]"
-18,-11,3,-10,"[0, 4, 0, 3]"
-82,-11,-20,-11,"[4, 4, 2, 1]"
-16,-26,-19,1,"[4, 4, 0, 1]"
-29,-82,4,-3,"[3, 0, 1, 0]"
-23,-42,2,4,"[1, 4, 2, 3]"
10,1,12,12,"[0, 2, 1, 3]"
10,2,2,12,"[1, 0, 2, 0]"
12,11,12,2,"[2, 1, 2, 0]"
-19,-46,0,-10,"[0, 0, 3, 0]"
-8,-13,-6,2,"[4, 4, 0, 3]"
-6,-14,9,7,"[2, 1, 1, 3]"
-24,-25,-5,-10,"[4, 2, 1, 0]"
-3,-16,6,-5,"[3, 3, 0, 3]"
-1,-2,4,-11,"[4, 3, 0, 1]"
10,-1,10,9,"[3, 2, 2, 0]"
-23,3,6,-6,"[0, 2, 0, 3]"
-19,-98,-7,7,"[3, 0, 1, 3]"
9,9,9,3,"[2, 0, 0, 1]"
-5,-19,-7,-5,"[2, 2, 1, 0]"
